,0,1,2,3,4,5,6,7,8,9,10,11
0,4045,4046,4047,4041,4048,4031,4033,4032,4035,4037,4039,4038
1,,,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
